affiliate,affiliateId,alertSource,alertSourceId,alertType,alertTypeId,amount,application,application2,applicationId,applicationId2,attempt,authCode,bin,binCountry,campaign,campaignId,cardBrand,cardBrandId,chargebackFee,chargedBack,company,companyId,completed,containsSalesStrategy,currency,customerId,descriptor,eci,email,firstName,gateway,gatewayTransactionId,hasAlert,ipCountry,last4,lastName,merchantAccountId,mid,midName,networkTokenized,orderId,originalApplication,originalApplicationId,originalTransactionId,parentCompanyId,paymentNumber,product,productId,refundSource,refundSourceId,refundable,refunded,sandbox,sent,shopId,status,statusId,storeDomain,storeName,storeRootDomain,submitOrderId,subscription,subscriptionId,success,transactionId
1,500470,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,310202,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:41,False,USD,DEMO39783700,8447640519authcapture.com,,cxvphsto@example.com,Quinn,NMI,11661535966,False,US,0294,Wilson,976,567000000854323,Rst-Aut-PYRC-4323,False,202215466,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:41,0,Do not honor.,3618,,,,202215459,Recovery Xsale Trials,8578,False,51a24a0f-d4dd-409b-8398-d88789df8434
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,248499,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:41,False,USD,DEMO43280315,8447640519authcapture.com,,yacdhttg@test.com,Jordan,NMI,11661536010,False,US,1372,Davis,976,567000000854323,Rst-Aut-PYRC-4323,False,202214798,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:41,0,Account Closed,3185,,,,202214795,Recovery Xsale Trials,8578,False,8c1696da-4d76-429e-be3d-70e9be9490cf
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,002545,969911,US,None/Unassigned,0,Mastercard,2,0,False,Minkix LLC,271,2026-02-03T00:00:42,False,USD,DEMO43280246,lvscrip.com,,pincnvkl@test.com,Alex,NMI,11661536066,False,US,7451,Taylor,1204,4228994900178742,Mnx-Lsc-PAYS-8742,False,202214626,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,True,False,False,2026-02-03T00:00:42,0,Approved,3616,,,,202214624,US - Google XSale $29.99/m (12 days),8526,True,5908ca8f-1895-4009-aa99-bc9075ce7348
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,,703749,US,None/Unassigned,0,Visa,1,0,False,Vintech LLC,400,2026-02-03T00:00:14,False,USD,DEMO43280306,powerpth.com,,nlosofqg@sample.com,Alex,NMI,11661534182,False,US,6144,Moore,1795,4228994900184492,Vin-Prp-PAYS-4492,False,202214780,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:00:14,0,Issuer Declined,3613,,,,202214778,US - Google XSale $29.99/m (12 days),8526,False,ab8e4207-bea3-43ab-a5dc-521f1c4521f3
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,869610,US,None/Unassigned,0,Mastercard,2,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:14,False,USD,DEMO41055051,8447640519authcapture.com,,luujgtwg@demo.com,Drew,NMI,11661534169,False,US,5014,Taylor,976,567000000854323,Rst-Aut-PYRC-4323,False,202215122,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:14,0,Do not honor.,3618,,,,202215121,Recovery Xsale Trials,8578,False,0139a277-24c8-4230-971c-1318d98a98f5
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,289526,US,None/Unassigned,0,Visa,1,0,False,Vintech LLC,400,2026-02-03T00:00:15,False,USD,DEMO43280289,meal-mp.com,,pwmdhaaj@demo.com,Reese,NMI,11661534237,False,US,2777,Brown,2196,745280227899,Vin-Mlm-PPS-7899,False,202214732,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:00:15,0,Insufficient funds.,3619,,,,202214731,US - Google XSale $29.99/m (12 days),8526,False,d74822ee-38b4-43b5-a922-33d268501cc7
20,500473,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,070217,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:15,False,USD,DEMO43280258,8447640519authcapture.com,,pkclmqxw@sample.com,Jordan,NMI,11661534186,False,IR,7742,Miller,976,567000000854323,Rst-Aut-PYRC-4323,False,202214651,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:15,0,Transaction not allowed.,3621,,,,202214650,Recovery Xsale Trials,8578,False,5634d28f-6246-4cd5-b471-8388a355f1fd
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,88837B,048716,US,None/Unassigned,0,Mastercard,2,0,False,Innoac LLC,193,2026-02-03T00:00:15,False,USD,DEMO43280265,eredll.com,,elrefswh@test.com,Skylar,NMI,11661534298,False,US,3405,Garcia,1797,4228994900184591,Inn-Era-PAYS-4591,False,202214672,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,True,False,False,2026-02-03T00:00:15,0,Approved,3616,,,,202214671,US - Google XSale $29.99/m (12 days),8526,True,a59cccc1-5893-4412-9ddf-d01a64c5a6a6
1,500470,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,927351,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:15,False,USD,DEMO43280273,8447640519authcapture.com,,wipwheyz@example.com,Avery,NMI,11661534264,False,US,6691,Smith,976,567000000854323,Rst-Aut-PYRC-4323,False,202214690,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:15,0,Transaction not allowed.,3621,,,,202214688,Recovery Xsale Trials,8578,False,d3aa0e22-449f-4eff-b63d-fff0c638a4d2
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,753117,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:16,False,USD,DEMO43280245,8447640519authcapture.com,,hfsgksnx@sample.com,Skylar,NMI,11661534225,False,US,4460,Moore,976,567000000854323,Rst-Aut-PYRC-4323,False,202214623,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:16,0,Insufficient funds.,3619,,,,202214621,Recovery Xsale Trials,8578,False,bd91d400-e4b9-4d8a-9e58-b027fb8a32a3
20,500473,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,00543C,333469,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:18,False,USD,DEMO43280269,8447640519authcapture.com,,vkrtdibo@demo.com,Jane,NMI,11661534479,False,US,7995,Jones,976,567000000854323,Rst-Aut-PYRC-4323,False,202214685,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,True,False,False,2026-02-03T00:00:18,0,Approved,3616,,,,202214680,Recovery Xsale Trials,8578,True,2c52213f-6341-404b-9f09-f8f3bbf6d443
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,783303,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:19,False,USD,DEMO43280343,8447640519authcapture.com,,mgqgzfbd@test.com,Riley,NMI,11661534503,False,US,6504,Miller,976,567000000854323,Rst-Aut-PYRC-4323,False,202214923,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:19,0,Account Closed,3185,,,,202214922,Recovery Xsale Trials,8578,False,ddcd1eb1-2b4f-4b90-9a62-bb7245b5e71f
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,,386471,US,None/Unassigned,0,Visa,1,0,False,Neon Meadows LLC,272,2026-02-03T00:00:19,False,USD,DEMO43533339,ftnsedg.com,,axwvfymg@sample.com,Quinn,NMI,,False,US,0114,Smith,1431,4228994900179856,Nom-Fte-PAYS-9856,False,202773107,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-03T00:00:19,0,Bin Blacklisted (Client),4168,,,,202773107,US - Google - PreAuth $2,8453,False,a3ff2613-3001-4e29-8f8e-12b7388516ed
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,234041,US,None/Unassigned,0,Visa,1,0,False,Vintech LLC,400,2026-02-03T00:01:16,False,USD,DEMO43280427,meal-mp.com,,kflzxeoe@test.com,Quinn,NMI,11661538159,False,US,2921,Jones,2196,745280227899,Vin-Mlm-PPS-7899,False,202215135,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:01:16,0,Stolen card.,3632,,,,202215131,US - Google XSale $29.99/m (12 days),8526,False,6a9fb7b5-bb26-4321-a8dd-f923d050f574
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,445922,US,None/Unassigned,0,Mastercard,2,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:01:16,False,USD,DEMO43280592,8447640519authcapture.com,,htqvxhfh@test.com,Sam,NMI,11661538045,False,US,3528,Martinez,976,567000000854323,Rst-Aut-PYRC-4323,False,202215563,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:01:16,0,Insufficient funds.,3619,,,,202215561,Recovery Xsale Trials,8578,False,e3529bd9-a08e-4dfe-881b-884d301d3c9a
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,,599974,US,None/Unassigned,0,Mastercard,2,0,False,PrimeEcomSetup Inc,395,2026-02-03T00:01:16,False,USD,DEMO43534067,algnaura.com,,hivlskdp@test.com,Skylar,NMI,,False,US,5363,Anderson,1909,4228994900186125,Pes-Ala-PAYS-6125,False,202773162,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-03T00:01:16,0,Bin Blacklisted (Client),4168,,,,202773162,US - Google - PreAuth $2,8453,False,3f8e68e1-94d5-4105-adae-65f9c033cf69
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,      ,552641,US,None/Unassigned,0,Mastercard,2,0,False,Bejames Media Inc,211,2026-02-03T00:01:16,False,USD,DEMO43534066,fdtody.com,,ijsxnuly@demo.com,Skylar,NMI,11661538176,False,US,0092,Jones,1060,710714549445,Bjm-Ftd-PPS-9445,False,202773160,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-03T00:01:16,0,Do not honor.,3618,,,,202773160,US - Google - PreAuth $2,8453,False,98d9997c-ab88-4793-adf0-961248244c2f
20,500473,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,718061,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:01:17,False,USD,DEMO43280559,8447640519authcapture.com,,bzminnjb@sample.com,Casey,NMI,11661538166,False,US,2452,Davis,976,567000000854323,Rst-Aut-PYRC-4323,False,202215473,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:01:17,0,Account Closed,3185,,,,202215471,Recovery Xsale Trials,8578,False,26651391-4e0f-45aa-89e7-1b7ba9826d14
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,,809422,US,None/Unassigned,0,Visa,1,0,False,Sekme Ent Inc,184,2026-02-03T00:01:17,False,USD,DEMO43534064,myfithub.pro,,cjfmgdiu@sample.com,Riley,NMI,,False,US,7368,Jones,870,769801832465,Sek-Myf-PPS-2465,False,202773163,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-03T00:01:17,0,Bin Blacklisted (Client),4168,,,,202773163,US - Google - PreAuth $2,8453,False,430f2250-2d83-4da7-b030-a4a646cf527d
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,682952,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:01:17,False,USD,DEMO43280638,8447640519authcapture.com,,sevbqrky@demo.com,Skylar,NMI,11661538153,False,US,7955,Jones,976,567000000854323,Rst-Aut-PYRC-4323,False,202215651,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:01:17,0,Insufficient funds.,3619,,,,202215650,Recovery Xsale Trials,8578,False,a484acca-4070-4835-abe4-f382710e0c5e
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,2,875825,894802,US,None/Unassigned,0,Mastercard,2,0,False,Bejames Media Inc,211,2026-02-03T00:01:17,False,USD,DEMO43534066,spmda.com,,svgidkvb@sample.com,Reese,NMI,11661538248,False,US,2899,Davis,1004,000000887349,Bjm-Spm-PYRC-7349,False,202773164,,,98d9997c-ab88-4793-adf0-961248244c2f,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,True,False,False,2026-02-03T00:01:17,0,Preauthorized,3367,,,,202773160,US - Google - PreAuth $2,8453,False,b9510d3c-159c-4319-adfa-bc3051062078
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,,410196,US,None/Unassigned,0,Visa,1,0,False,Neon Meadows LLC,272,2026-02-03T00:01:19,False,USD,DEMO43280406,rmcrds.com,,gptpasyp@sample.com,Alex,NMI,11661538398,False,US,9010,Rodriguez,1454,4228994900179864,Nom-Rmr-PAYS-9864,False,202215069,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:01:19,0,Issuer Declined,3613,,,,202215068,US - Google XSale $29.99/m (12 days),8526,False,daff5526-82f7-4a4f-9dc0-086b3f385e81
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,,830181,US,None/Unassigned,0,Visa,1,0,False,Zinetic LLC,266,2026-02-03T00:01:19,False,USD,DEMO43280617,fnclfrt.com,,eersvzpe@sample.com,Dakota,NMI,11661538377,False,US,3909,Martinez,1269,4228994900179039,Zin-Fft-PAYS-9039,False,202215611,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:01:19,0,Issuer Declined,3613,,,,202215609,US - Google XSale $29.99/m (12 days),8526,False,30b19b24-1469-4ab7-9b32-9f3969e25277
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,226554,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:42,False,USD,DEMO43280393,8447640519authcapture.com,,nwaljjiy@example.com,Dakota,NMI,11661536021,False,US,4705,Martinez,976,567000000854323,Rst-Aut-PYRC-4323,False,202215025,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:42,0,Pick up card - SF,3822,,,,202215023,Recovery Xsale Trials,8578,False,7b2b6fcc-afbd-4a10-bc44-7037b3dfc36f
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,477356,790131,US,None/Unassigned,0,Visa,1,0,False,Bejames Media Inc,211,2026-02-03T00:00:42,False,USD,DEMO43534052,fdtody.com,,hwglaipz@sample.com,Jordan,NMI,11661536087,False,US,0504,Smith,1764,4228994900183486,Bjm-Ftd-PAYS-3486,False,202773132,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,True,False,False,2026-02-03T00:00:42,0,Preauthorized,3367,,,,202773130,US - Google - PreAuth $2,8453,False,d9ffb9b8-4802-4b1e-9fce-f836e168c696
20,500473,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,,873668,US,None/Unassigned,0,Visa,1,0,False,Vintech LLC,400,2026-02-03T00:00:44,False,USD,DEMO43280290,yogainf.com,,tyvburrk@test.com,Skylar,NMI,11661536188,False,US,2819,Jones,1791,4228994900184476,Vin-Ygy-PAYS-4476,False,202214734,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:00:44,0,Issuer Declined,3613,,,,202214733,US - Google XSale $29.99/m (12 days),8526,False,6188104d-5757-4d5f-9770-b8b7f1071eb4
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,,753154,US,None/Unassigned,0,Visa,1,0,False,Burds | Tec Inc,208,2026-02-03T00:00:44,False,USD,DEMO43280276,estory4u.net,,hejnurqq@example.com,Reese,NMI,11661536233,False,US,4588,Williams,1778,4228994900184419,Bit-Esu-PAYS-4419,False,202214729,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:00:44,0,Issuer Declined,3613,,,,202214726,US - Google XSale $29.99/m (12 days),8526,False,f18a0f50-3b69-4848-9a7b-2da66ae088dc
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,,001664,US,None/Unassigned,0,Visa,1,0,False,Vintech LLC,400,2026-02-03T00:00:45,False,USD,DEMO43280342,storywav.com,,prvxjiek@test.com,Quinn,NMI,11661536276,False,US,4148,Garcia,1792,4228994900184468,Vin-Swe-PAYS-4468,False,202214951,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:00:45,0,Issuer Declined,3613,,,,202214949,US - Google XSale $29.99/m (12 days),8526,False,2675f9c0-0176-484d-b6cf-9c0ec911e512
20,500473,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,,620455,US,None/Unassigned,0,Visa,1,0,False,Vintech LLC,400,2026-02-03T00:00:45,False,USD,DEMO37885134,yogainf.com,,fqzgdmzz@example.com,Avery,NMI,11661536251,False,US,8205,Williams,1791,4228994900184476,Vin-Ygy-PAYS-4476,False,202215303,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:00:45,0,Issuer Declined,3613,,,,202215302,US - Google XSale $29.99/m (12 days),8526,False,cdc2395d-e818-4950-b2c2-720820387a72
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,566182,US,None/Unassigned,0,Visa,1,0,False,Exibyte LLC,267,2026-02-03T00:00:45,False,USD,DEMO43280240,mdamsc.com,,gjzomvze@sample.com,Morgan,NMI,11661536268,False,US,5008,Garcia,1379,746365006994,Exb-Mms-PPS-6994,False,202214609,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:00:45,0,Lost card.,3631,,,,202214605,US - Google XSale $29.99/m (12 days),8526,False,81b7aab3-ba54-417e-b84e-623dd1e5057d
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,293962,US,None/Unassigned,0,Visa,1,0,False,Exibyte LLC,267,2026-02-03T00:00:47,False,USD,DEMO43280355,mdamsc.com,,eysemlih@sample.com,John,NMI,11661536402,False,US,3405,Garcia,1379,746365006994,Exb-Mms-PPS-6994,False,202214928,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:00:47,0,Pick up card - SF,3822,,,,202214926,US - Google XSale $29.99/m (12 days),8526,False,1f777910-660b-4ccb-b092-eee9618c7bac
5,500479,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,636719,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:48,False,USD,DEMO43263777,8447640519authcapture.com,,rltoewlq@demo.com,Morgan,NMI,11661536369,False,US,0801,Taylor,976,567000000854323,Rst-Aut-PYRC-4323,False,202214805,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:48,0,Pick up card - SF,3822,,,,202214802,Recovery Xsale Trials,8578,False,aad1010f-6ceb-440d-a6d5-0a73ab9e7b96
20,500473,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,591206,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:48,False,USD,DEMO43280272,8447640519authcapture.com,,ejoqzhpm@sample.com,Jane,NMI,11661536390,False,US,8776,Johnson,976,567000000854323,Rst-Aut-PYRC-4323,False,202214687,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:48,0,Expired card.,3625,,,,202214684,Recovery Xsale Trials,8578,False,c33722e9-12a0-4ffc-a27d-aec90d0971b9
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,,147993,US,None/Unassigned,0,Visa,1,0,False,PrimeEcomSetup Inc,395,2026-02-02T23:58:32,False,USD,DEMO43533830,caloricv.com,,mbepxnbq@test.com,Jane,NMI,,False,US,7269,Davis,1910,4228994900186091,Pes-Cce-PAYS-6091,False,202773049,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-02T23:58:32,0,Bin Blacklisted (Client),4168,,,,202773049,US - Google - PreAuth $2,8453,False,8bf93b56-7332-4642-8dfe-0587e42c43e7
20,500473,Unassigned,0,Unassigned,0,39.99,Sub Start,Sub Start,6,6,1,      ,397465,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-02T23:58:34,False,USD,DEMO43508967,authcapture.com,,fvyxifng@test.com,John,NMI,11661529296,False,US,9151,Brown,2235,565500000938312_pl,Rst-Aut-EMS-8312,False,202723748,,,,115,1,Paddy Labs - Recovery Trials,8450,Unassigned,0,False,False,False,2026-02-02T23:58:34,0,Issuer Declined MCC,3614,,,,202723747,Paddy Labs - Recovery Trials,8450,False,383fc276-367d-4f2c-9035-42468d02f1cb
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,      ,919330,US,None/Unassigned,0,Mastercard,2,0,False,Burds | Tec Inc,208,2026-02-02T23:58:39,False,USD,DEMO43534021,story4u.club,,anuptewt@example.com,Sam,NMI,11661529538,False,US,2979,Johnson,864,715517627489,Bit-Esu-PPS-7489,False,202773053,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-02T23:58:39,0,Do not honor.,3618,,,,202773053,US - Google - PreAuth $2,8453,False,1d588b26-6cfe-40ec-b0ae-4531457ad01b
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,2,,379352,US,None/Unassigned,0,Mastercard,2,0,False,Burds | Tec Inc,208,2026-02-02T23:58:40,False,USD,DEMO43534021,estory4u.net,,mgwpyffm@sample.com,Jane,NMI,11661529577,False,US,3843,Johnson,1778,4228994900184419,Bit-Esu-PAYS-4419,False,202773055,,,1d588b26-6cfe-40ec-b0ae-4531457ad01b,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-02T23:58:40,0,Issuer Declined,3613,,,,202773053,US - Google - PreAuth $2,8453,False,1f5677db-eb60-4f42-b6e5-63660021e96c
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,,293608,US,None/Unassigned,0,Visa,1,0,False,Neon Meadows LLC,272,2026-02-02T23:58:41,False,USD,DEMO43534022,rcphb.com,,cdsjpjbc@test.com,Alex,NMI,11661529624,False,US,6276,Brown,1448,4228994900179872,Nom-Rch-PAYS-9872,False,202773054,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-02T23:58:41,0,Issuer Declined,3613,,,,202773054,US - Google - PreAuth $2,8453,False,53f3901f-8002-4eb9-ba68-c50a1f90b0bf
20,500473,Unassigned,0,Unassigned,0,39.99,Sub Start,Sub Start,6,6,1,      ,659979,US,None/Unassigned,0,Visa,1,0,False,DAKALA MEDIA INC,351,2026-02-02T23:58:41,False,USD,DEMO43508972,RECOVERCHARGE.COM,,izuwshro@example.com,Morgan,NMI,11661529589,False,US,2489,Smith,1353,565500001046156_pl,DAK-Rch-EMS-6156,False,202723757,,,,115,1,Paddy Labs - Recovery Trials,8450,Unassigned,0,False,False,False,2026-02-02T23:58:41,0,Pick up card - F,3821,,,,202723751,Paddy Labs - Recovery Trials,8450,False,53d41e84-4c2d-4282-b0e7-b4346fd2c18b
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,2,      ,089690,US,None/Unassigned,0,Visa,1,0,False,Exibyte LLC,267,2026-02-02T23:58:42,False,USD,DEMO43534022,mdamsc.com,,qyafzmli@demo.com,Reese,NMI,11661529651,False,US,5486,Brown,1379,746365006994,Exb-Mms-PPS-6994,False,202773056,,,53f3901f-8002-4eb9-ba68-c50a1f90b0bf,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-02T23:58:42,0,Pick up card - SF,3822,,,,202773054,US - Google - PreAuth $2,8453,False,21fbd6be-99e7-4fde-8b52-5040a4a666da
2,500469,Unassigned,0,Unassigned,0,39.99,Sub Start,Sub Start,6,6,1,32201P,153758,US,None/Unassigned,0,Mastercard,2,0,False,Zinetic LLC,266,2026-02-02T23:58:44,False,USD,DEMO43457746,sklshd.com,,szzxbkew@test.com,Jane,NMI,11661529687,False,US,6489,Taylor,2237,201100273433,Zin-Sks-DPT-3433,False,202608709,,,,115,1,US - Google - Preauth 2.0,8443,Unassigned,0,True,False,False,2026-02-02T23:58:44,0,Approved,3616,,,,202608706,US - Google - PreAuth $2,8453,True,09c0ad91-efda-4dba-837d-2fe20e2f2c65
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,,295278,US,None/Unassigned,0,Visa,1,0,False,Sekme Entertainment Inc,314,2026-02-02T23:58:48,False,USD,DEMO43533830,myfithb.com,,suxjefuk@example.com,Dakota,NMI,,False,US,6639,Smith,2217,970100034166,Sek-Myf-CLQ-4166,False,202773061,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-02T23:58:48,0,Bin Blacklisted (Client),4168,,,,202773061,US - Google - PreAuth $2,8453,False,1a3aa40f-5f35-4acf-854a-bd09cae27e80
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,      ,599990,US,None/Unassigned,0,Mastercard,2,0,False,Burds | Tec Inc,208,2026-02-02T23:58:49,False,USD,DEMO43534024,fittale.net,,kusysxen@test.com,Quinn,NMI,11661529791,False,US,6477,Miller,1111,565500000997516,Bit-Ftl-EMS-7516,True,202773062,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-02T23:58:49,0,Insufficient funds.,3619,,,,202773057,US - Google - PreAuth $2,8453,False,ed7380c4-a4d2-4f2e-a763-ad5fcb2881db
20,500473,Unassigned,0,Unassigned,0,39.99,Sub Start,Sub Start,6,6,1,      ,552234,US,None/Unassigned,0,Visa,1,0,False,Zinetic LLC,266,2026-02-03T00:01:43,False,USD,DEMO43457797,dgvrty.com,,lxiosbmb@sample.com,Reese,NMI,11661539867,False,US,0468,Taylor,2240,201100273425,Zin-Dgv-DPT-3425,False,202608812,,,,115,1,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-03T00:01:43,0,Insufficient funds.,3619,,,,202608809,US - Google - PreAuth $2,8453,False,0723b9b1-db46-4b94-9320-4979c4f97ddc
